,title,published,tags,comments,likes,dislikes,favourites,views,guest_name,quote,tokens,2_gram,3_gram,page_name,wiki2016,wiki2017,wiki2018,wiki2016_sr,wiki2017_sr,wiki2018_sr,gender,year,month,month_from_start,week_day,Music,Politics,Sport,Performer,Scientist,Critic,Writer,Journalist,Photographer,Police/Military,Artist,Profession
115,"INTERVJU: Slobodan Komazec - Naša ekonomija samo propada, jer je vode obične neznalice! (24.10.2017)",10/24/2017,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Slobodan Komazec', 'Слободан Комазец', 'Srpski preporod', 'Slobodan Komazec Preporod', 'Slobodan Komazec najnovije', 'Slobodan Komazec 2016', 'Slobodan Komazec intervju', 'Slobodan Komazec ekonomista', 'Dejan Lucic', 'Dejan Lučić', 'Дејан Лучић', 'Бранко Драгаш', 'Branko Dragaš', 'Branko Dragas', 'Slobodan Komazec 2017']",172,545,31,0,42383,Slobodan Komazec,"Naša ekonomija samo propada, jer je vode obične neznalice!","['naša', 'ekonomija', 'samo', 'propada', 'jer', 'je', 'vode', 'obične', 'neznalice']","['naša ekonomija', 'ekonomija samo', 'samo propada', 'propada jer', 'jer je', 'je vode', 'vode obične', 'obične neznalice']","['naša ekonomija samo', 'ekonomija samo propada', 'samo propada jer', 'propada jer je', 'jer je vode', 'je vode obične', 'vode obične neznalice']",Slobodan_Komazec,-1,-1,-1,-1,-1,-1,1,2017,10,29,Tuesday,0,0,0,0,1,1,0,0,0,0,0,Critic
116,INTERVJU: Jovan Deretić - Žele da unište i falsifikuju celu istoriju srpskog naroda! (23.10.2017),10/23/2017,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Jovan Deretić', 'Jovan Deretic najnovije', 'Jovan Deretic 2016', 'Jovan Deretic o Titu', 'Јован Деретић', 'Jovan Deretic', 'Jovan I Deretic', 'Zabranjena istorija Srba', 'Istina o Titu', 'Ko je bio Tito', 'Isus je bio Srbin', 'Jovan Deretic Balkan INFO', 'Jovan Deretic Intervju', 'Celokupna evropska civilizacija', 'jovan deretic 2016', 'Jovan Deretic Zabranjena Istorija', 'jovan deretic 2017']",566,1296,197,0,111492,Jovan Deretić,Žele da unište i falsifikuju celu istoriju srpskog naroda!,"['žele', 'da', 'unište', 'i', 'falsifikuju', 'celu', 'istoriju', 'srpskog', 'naroda']","['žele da', 'da unište', 'unište i', 'i falsifikuju', 'falsifikuju celu', 'celu istoriju', 'istoriju srpskog', 'srpskog naroda']","['žele da unište', 'da unište i', 'unište i falsifikuju', 'i falsifikuju celu', 'falsifikuju celu istoriju', 'celu istoriju srpskog', 'istoriju srpskog naroda']",Jovan_Deretić,6293,4149,1106,2,1,-1,1,2017,10,29,Monday,0,1,0,0,0,1,1,1,0,0,0,Writer
117,"INTERVJU: Ajzi - Oduvek sam bio buntovnik, ali sam na kraju uspeo da pobedim sebe! (22.10.2017)",10/22/2017,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Ajzea', 'Andrijano Kadović', 'Andrijano Kadovic Ajzea']",278,986,111,0,60146,Ajzi,"Oduvek sam bio buntovnik, ali sam na kraju uspeo da pobedim sebe!","['oduvek', 'sam', 'bio', 'buntovnik', 'ali', 'sam', 'na', 'kraju', 'uspeo', 'da', 'pobedim', 'sebe']","['oduvek sam', 'sam bio', 'bio buntovnik', 'buntovnik ali', 'ali sam', 'sam na', 'na kraju', 'kraju uspeo', 'uspeo da', 'da pobedim', 'pobedim sebe']","['oduvek sam bio', 'sam bio buntovnik', 'bio buntovnik ali', 'buntovnik ali sam', 'ali sam na', 'sam na kraju', 'na kraju uspeo', 'kraju uspeo da', 'uspeo da pobedim', 'da pobedim sebe']",Ajzi,-1,-1,-1,-1,-1,-1,1,2017,10,29,Sunday,1,0,0,1,0,0,0,0,0,0,1,Music
118,INTERVJU: Milan Brdar - Vučić će uvesti sankcije Rusiji i priznati nezavisnost Kosova! (20.10.2017),10/20/2017,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Милан Брдар', 'Milan Brdar', 'Milan Brdar o izborima', 'Milan Brdar geopolitika', 'Milan Brdar sociolog', 'Milan Brdar najnovije', 'Milan Brdar intervju', 'Milan Brdar 2016', 'Milan Brdar Balkan Info', 'Milan Brdar sa Tesom Tesanovicem', 'Prof. dr Milan Brdar', 'Milan Brdar 2017']",256,861,77,0,66359,Milan Brdar,Vučić će uvesti sankcije Rusiji i priznati nezavisnost Kosova!,"['vučić', 'će', 'uvesti', 'sankcije', 'rusiji', 'i', 'priznati', 'nezavisnost', 'kosova']","['vučić će', 'će uvesti', 'uvesti sankcije', 'sankcije rusiji', 'rusiji i', 'i priznati', 'priznati nezavisnost', 'nezavisnost kosova']","['vučić će uvesti', 'će uvesti sankcije', 'uvesti sankcije rusiji', 'sankcije rusiji i', 'rusiji i priznati', 'i priznati nezavisnost', 'priznati nezavisnost kosova']",Milan_Brdar,-1,-1,-1,-1,-1,-1,1,2017,10,29,Friday,0,0,0,0,1,0,0,0,0,0,0,Scientist
119,INTERVJU: Srđan Čolić - Kralj kokaina je moja autobiografska pesma i naš najveći hit! (19.10.2017),10/19/2017,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Srđan Čolić', 'Srdjan Colic', 'Moby Dick', 'Mobi Dick', 'Dužna si mi ostala', 'Duzna si mi ostala']",138,354,47,0,41001,Srđan Čolić,Kralj kokaina je moja autobiografska pesma i naš najveći hit!,"['kralj', 'kokaina', 'je', 'moja', 'autobiografska', 'pesma', 'i', 'naš', 'najveći', 'hit']","['kralj kokaina', 'kokaina je', 'je moja', 'moja autobiografska', 'autobiografska pesma', 'pesma i', 'i naš', 'naš najveći', 'najveći hit']","['kralj kokaina je', 'kokaina je moja', 'je moja autobiografska', 'moja autobiografska pesma', 'autobiografska pesma i', 'pesma i naš', 'i naš najveći', 'naš najveći hit']",Srđan_Čolić,-1,-1,-1,-1,-1,-1,1,2017,10,29,Thursday,1,0,0,0,0,0,0,0,0,0,0,Music
120,"INTERVJU: Miroljub Jevtić - Muslimani žele da pokore svet, izgubićemo bitku sa njima! (18.10.2017)",10/18/2017,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Miroljub Jevtić', 'Miroljub Jevtic']",518,689,171,0,98619,Miroljub Jevtić,"Muslimani žele da pokore svet, izgubićemo bitku sa njima!","['muslimani', 'žele', 'da', 'pokore', 'svet', 'izgubićemo', 'bitku', 'sa', 'njima']","['muslimani žele', 'žele da', 'da pokore', 'pokore svet', 'svet izgubićemo', 'izgubićemo bitku', 'bitku sa', 'sa njima']","['muslimani žele da', 'žele da pokore', 'da pokore svet', 'pokore svet izgubićemo', 'svet izgubićemo bitku', 'izgubićemo bitku sa', 'bitku sa njima']",Miroljub_Jevtić,2046,2200,501,-1,-1,-1,1,2017,10,29,Wednesday,0,0,0,0,1,0,0,0,0,0,0,Scientist
121,INTERVJU: Milan Glamočanin - Tajne službe finansiraju svoje operacije iz crnih fondova! (17.10.2017),10/17/2017,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Milan Glamočanin', 'Milan Glamocanin']",48,241,48,0,31675,Milan Glamočanin,Tajne službe finansiraju svoje operacije iz crnih fondova!,"['tajne', 'službe', 'finansiraju', 'svoje', 'operacije', 'iz', 'crnih', 'fondova']","['tajne službe', 'službe finansiraju', 'finansiraju svoje', 'svoje operacije', 'operacije iz', 'iz crnih', 'crnih fondova']","['tajne službe finansiraju', 'službe finansiraju svoje', 'finansiraju svoje operacije', 'svoje operacije iz', 'operacije iz crnih', 'iz crnih fondova']",Milan_Glamočanin,-1,-1,-1,-1,-1,-1,1,2017,10,29,Tuesday,0,0,0,0,0,0,0,0,0,1,0,Police/Military
122,"INTERVJU: Zoran Luković - Sekte su opasnije nego ikada, zato što deluju kroz pojedince! (16.10.2017)",10/16/2017,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Zoran Luković', 'Zoran Lukovic', 'sekte']",222,285,60,0,40165,Zoran Luković,"Sekte su opasnije nego ikada, zato što deluju kroz pojedince!","['sekte', 'su', 'opasnije', 'nego', 'ikada', 'zato', 'što', 'deluju', 'kroz', 'pojedince']","['sekte su', 'su opasnije', 'opasnije nego', 'nego ikada', 'ikada zato', 'zato što', 'što deluju', 'deluju kroz', 'kroz pojedince']","['sekte su opasnije', 'su opasnije nego', 'opasnije nego ikada', 'nego ikada zato', 'ikada zato što', 'zato što deluju', 'što deluju kroz', 'deluju kroz pojedince']",Zoran_Luković,-1,-1,-1,-1,-1,-1,1,2017,10,29,Monday,0,0,0,0,0,0,0,0,0,1,0,Police/Military
123,INTERVJU: Velimir Abramović - Kosmičke sile mogu da utiču na ljudske sudbine i događaje (15.10.2017),10/15/2017,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Велимир Абрамовић', 'Velimir Abramovic', 'Velimir Abramović', 'Velimir Abramović Nikola Tesla', 'Nikola Tesla', 'Teslino oruzje', 'Teslino oružje', 'Velimir Abramovic Teslino oruzje', 'Velimir Abramovic Intervju', 'Velimir Abramovic najnovije', 'Velimir Abramovic 2016', 'Velimir Abramovic BALKAN INFO', 'Velimir Abramovic 2017']",480,761,178,0,104795,Velimir Abramović,Kosmičke sile mogu da utiču na ljudske sudbine i događaje,"['kosmičke', 'sile', 'mogu', 'da', 'utiču', 'na', 'ljudske', 'sudbine', 'i', 'događaje']","['kosmičke sile', 'sile mogu', 'mogu da', 'da utiču', 'utiču na', 'na ljudske', 'ljudske sudbine', 'sudbine i', 'i događaje']","['kosmičke sile mogu', 'sile mogu da', 'mogu da utiču', 'da utiču na', 'utiču na ljudske', 'na ljudske sudbine', 'ljudske sudbine i', 'sudbine i događaje']",Velimir_Abramović,-1,-1,-1,-1,-1,288,1,2017,10,29,Sunday,0,0,0,0,1,1,0,0,0,0,0,Scientist
124,"INTERVJU: Nikola Đuričković - Giška je znao šta ga čeka, ubijen je metkom sa leđa! (14.10.2017)",10/14/2017,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Nikola Đuričković', 'Nikola Djurickovic', 'Giška', 'Giska', 'srpska garda', 'Djordje Bozovic Giska', 'Đorđe Božović Giška']",96,277,58,0,58882,Nikola Đuričković,"Giška je znao šta ga čeka, ubijen je metkom sa leđa!","['giška', 'je', 'znao', 'šta', 'ga', 'čeka', 'ubijen', 'je', 'metkom', 'sa', 'leđa']","['giška je', 'je znao', 'znao šta', 'šta ga', 'ga čeka', 'čeka ubijen', 'ubijen je', 'je metkom', 'metkom sa', 'sa leđa']","['giška je znao', 'je znao šta', 'znao šta ga', 'šta ga čeka', 'ga čeka ubijen', 'čeka ubijen je', 'ubijen je metkom', 'je metkom sa', 'metkom sa leđa']",Nikola_Đuričković,-1,-1,-1,-1,-1,-1,1,2017,10,29,Saturday,0,0,0,0,0,0,0,0,0,1,0,Police/Military
125,INTERVJU: Milan Živadinović - Fudbaleri moraju da se čuvaju od starleta i kriminalaca! (13.10.2017),10/13/2017,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Milan Zivadinovic', 'Милан Живадиновић', 'Milan Živadinović', 'Milan Zivadinovic Bard', 'Milan Zivadinovic Ziva', 'Milan Zivadinovic Andjus', 'Milan Zivadinovic intervju', 'Milan Zivadinovic o sportu', 'Milan Zivadinovic Crvena Zvezda', 'Milan Zivadinovic Dejan Andjus', 'Bard Zivadinovic', 'Milan Zivadinovic Srpski fudbal', 'Milan Zivadinovic najnovije', 'Milan Zivadinovic 2016', 'Milan Zivadinovic 2017']",138,365,68,0,38682,Milan Živadinović,Fudbaleri moraju da se čuvaju od starleta i kriminalaca!,"['fudbaleri', 'moraju', 'da', 'se', 'čuvaju', 'od', 'starleta', 'i', 'kriminalaca']","['fudbaleri moraju', 'moraju da', 'da se', 'se čuvaju', 'čuvaju od', 'od starleta', 'starleta i', 'i kriminalaca']","['fudbaleri moraju da', 'moraju da se', 'da se čuvaju', 'se čuvaju od', 'čuvaju od starleta', 'od starleta i', 'starleta i kriminalaca']",Milan_Živadinović,10544,9336,2362,-1,7,-1,1,2017,10,29,Friday,0,0,1,0,0,0,0,0,0,0,0,Sport
126,"INTERVJU: Darko Trifunović - Tajne službe, tajkuni i političari uništavaju Srbiju! (12.10.2017)",10/12/2017,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Darko Trifunović', 'Дарко Трифуновић', 'Darko Trifunovic', 'Darko Trifunovic intervju', 'Darko Trifunovic najnovije', 'Darko Trifunovic 2017', 'Darko Trifunovic politicka mafija', 'Darko Trifunovic Kiparske pare']",245,378,293,0,47803,Darko Trifunović,"Tajne službe, tajkuni i političari uništavaju Srbiju!","['tajne', 'službe', 'tajkuni', 'i', 'političari', 'uništavaju', 'srbiju']","['tajne službe', 'službe tajkuni', 'tajkuni i', 'i političari', 'političari uništavaju', 'uništavaju srbiju']","['tajne službe tajkuni', 'službe tajkuni i', 'tajkuni i političari', 'i političari uništavaju', 'političari uništavaju srbiju']",Darko_Trifunović,1141,939,214,-1,-1,-1,1,2017,10,29,Thursday,0,0,0,0,1,0,0,0,0,0,0,Scientist
127,INTERVJU: Mirko Jović - Srpski narod mora da se oslobodi od komunista i ustaša! (11.10.2017),10/11/2017,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Mirko Jović', 'Mirko Jovic', 'Srpska narodna obnova', 'Beli orlovi', 'Мирко Јовић', 'Бели орлови', 'Vojislav Seselj', 'Vuk Draskovic', 'Slobodan Milosevic']",193,177,62,0,22760,Mirko Jović,Srpski narod mora da se oslobodi od komunista i ustaša!,"['srpski', 'narod', 'mora', 'da', 'se', 'oslobodi', 'od', 'komunista', 'i', 'ustaša']","['srpski narod', 'narod mora', 'mora da', 'da se', 'se oslobodi', 'oslobodi od', 'od komunista', 'komunista i', 'i ustaša']","['srpski narod mora', 'narod mora da', 'mora da se', 'da se oslobodi', 'se oslobodi od', 'oslobodi od komunista', 'od komunista i', 'komunista i ustaša']",Mirko_Jović,5758,5279,1207,-1,2,-1,1,2017,10,29,Wednesday,0,1,0,0,0,0,0,0,0,0,0,Politics
128,"INTERVJU: Bora Đorđević - Kurve su postale ""starlete"", a kriminalci su ""biznismeni""! (10.10.2017)",10/10/2017,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Bora Đorđević', 'Bora Djordjevic', 'Bora Čorba', 'Bora Corba', 'Riblja Čorba', 'Riblja Corba', 'Бора Ђорђевић', 'Бора Чорба', 'Рибља Чорба']",339,973,215,0,129902,Bora Đorđević,"Kurve su postale ""starlete"", a kriminalci su ""biznismeni""!","['kurve', 'su', 'postale', 'starlete', 'a', 'kriminalci', 'su', 'biznismeni']","['kurve su', 'su postale', 'postale starlete', 'starlete a', 'a kriminalci', 'kriminalci su', 'su biznismeni']","['kurve su postale', 'su postale starlete', 'postale starlete a', 'starlete a kriminalci', 'a kriminalci su', 'kriminalci su biznismeni']",Bora_Đorđević,32676,33704,8144,-1,-1,-1,1,2017,10,29,Tuesday,1,0,0,0,0,0,0,0,0,0,1,Music
129,INTERVJU: Slavko Nikić - Haradinaj je lažni heroj i plaši se da dođe pred lice pravde! (09.10.2017),10/9/2017,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Slavko Nikić', 'Slavko Nikic', 'Славко Никић', 'Pukovnik Slavko Nikic', 'Пуковник Славко Никић', 'Pukovnik Slavko Nikic intervju', 'Slavko Nikic 2016', 'Slavko Nikic intervju', 'Slavko Nikic najnovije', 'Slavko Nikic 2017']",94,372,44,0,28918,Slavko Nikić,Haradinaj je lažni heroj i plaši se da dođe pred lice pravde!,"['haradinaj', 'je', 'lažni', 'heroj', 'i', 'plaši', 'se', 'da', 'dođe', 'pred', 'lice', 'pravde']","['haradinaj je', 'je lažni', 'lažni heroj', 'heroj i', 'i plaši', 'plaši se', 'se da', 'da dođe', 'dođe pred', 'pred lice', 'lice pravde']","['haradinaj je lažni', 'je lažni heroj', 'lažni heroj i', 'heroj i plaši', 'i plaši se', 'plaši se da', 'se da dođe', 'da dođe pred', 'dođe pred lice', 'pred lice pravde']",Slavko_Nikić,-1,-1,-1,-1,-1,-1,1,2017,10,29,Monday,0,0,0,0,0,0,0,0,0,1,0,Police/Military
130,"INTERVJU: Tihomir Stanić - Bio sam bespomoćan i napušten, ali sam optimizmom pobedio sve (8.10.2017)",10/8/2017,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Tihomir Stanić', 'Tihomir Stanic', 'Ubice mog oca', 'Тихомир Станић', 'Ivo Andric', 'Neprijatelj', 'Turneja', 'Santa Maria della Salute']",109,645,23,0,41783,Tihomir Stanić,"Bio sam bespomoćan i napušten, ali sam optimizmom pobedio sve","['bio', 'sam', 'bespomoćan', 'i', 'napušten', 'ali', 'sam', 'optimizmom', 'pobedio', 'sve']","['bio sam', 'sam bespomoćan', 'bespomoćan i', 'i napušten', 'napušten ali', 'ali sam', 'sam optimizmom', 'optimizmom pobedio', 'pobedio sve']","['bio sam bespomoćan', 'sam bespomoćan i', 'bespomoćan i napušten', 'i napušten ali', 'napušten ali sam', 'ali sam optimizmom', 'sam optimizmom pobedio', 'optimizmom pobedio sve']",Tihomir_Stanić,2044,2618,1312,-1,-1,-1,1,2017,10,29,Sunday,0,0,0,0,0,0,0,0,0,0,1,Artist
131,INTERVJU: Miloš Jovanović - Ne želimo u Evropsku uniju i nećemo se odreći Kosova! (07.10.2017),10/7/2017,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Milos Jovanovic', 'Милош Јовановић', 'Miloš Jovanović', 'Milos Jovanovic DSS', 'Milos Jovanovic Demokratska Stranka Srbije', 'Milos Jovanovic Intervju', 'Milos Jovanovic najnovije', 'Milos Jovanovic o Vucicu', 'Milos Jovanovic o Sandi', 'Milos Jovanovic Kostunica']",96,154,128,0,15641,Miloš Jovanović,Ne želimo u Evropsku uniju i nećemo se odreći Kosova!,"['ne', 'želimo', 'u', 'evropsku', 'uniju', 'i', 'nećemo', 'se', 'odreći', 'kosova']","['ne želimo', 'želimo u', 'u evropsku', 'evropsku uniju', 'uniju i', 'i nećemo', 'nećemo se', 'se odreći', 'odreći kosova']","['ne želimo u', 'želimo u evropsku', 'u evropsku uniju', 'evropsku uniju i', 'uniju i nećemo', 'i nećemo se', 'nećemo se odreći', 'se odreći kosova']",Miloš_Jovanović,-1,-1,-1,-1,-1,-1,1,2017,10,29,Saturday,0,1,0,0,0,0,0,0,0,0,0,Politics
132,INTERVJU: Miroljub Petrović - Tajna društva organizuju satanističke rituale širom sveta (06.10.2017),10/6/2017,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Miroljub Petrović', 'Miroljub Petrovic', 'Мирољуб Петровић', 'Ko vlada Srbijom', 'Ko vlada Svetom', 'Miroljub Petrovic Svet je na ivici novog rata', 'Miroljub Petrovic 2015', 'Miroljub Petrovic 2016', 'Miroljub Petrovic intervju', 'Miroljub Petrovic najnovije', 'Miroljub Petrovic Balkan INFO', 'Ides pod mac bato', 'Miroljub Petrovic 2017']",303,2491,783,0,254881,Miroljub Petrović,Tajna društva organizuju satanističke rituale širom sveta,"['tajna', 'društva', 'organizuju', 'satanističke', 'rituale', 'širom', 'sveta']","['tajna društva', 'društva organizuju', 'organizuju satanističke', 'satanističke rituale', 'rituale širom', 'širom sveta']","['tajna društva organizuju', 'društva organizuju satanističke', 'organizuju satanističke rituale', 'satanističke rituale širom', 'rituale širom sveta']",Miroljub_Petrović,-1,-1,-1,135,195,28,1,2017,10,29,Friday,0,0,0,0,1,1,0,0,0,0,0,Scientist
133,"INTERVJU: Jana Tešanović - Astrologija je više od nauke, stara je hiljadama godina! (05.10.2017)",10/5/2017,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Jana Tešanović', 'Jana Tesanovic', 'astrologija', 'alpha pisces', 'Temnikov', 'Јана Тешановић', 'Horoskop', 'Хороскоп', 'Астрологија']",268,291,506,0,30767,Jana Tešanović,"Astrologija je više od nauke, stara je hiljadama godina!","['astrologija', 'je', 'više', 'od', 'nauke', 'stara', 'je', 'hiljadama', 'godina']","['astrologija je', 'je više', 'više od', 'od nauke', 'nauke stara', 'stara je', 'je hiljadama', 'hiljadama godina']","['astrologija je više', 'je više od', 'više od nauke', 'od nauke stara', 'nauke stara je', 'stara je hiljadama', 'je hiljadama godina']",Jana_Tešanović,-1,-1,-1,-1,-1,-1,0,2017,10,29,Thursday,0,0,0,1,1,0,0,1,0,0,0,Scientist
134,INTERVJU: Marko Vidojković - Opozicija mora da stane u zajednički front protiv diktature (4.10.2017),10/4/2017,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Marko Vidojković', 'Marko Vidojkovic', 'Марко Видојковић', 'Marko Vidojkovic Licni Stav', 'Vucic je peder', 'Marko Vidojkovic Balkan INFO', 'Vucic i poluretardirani olos', 'Vucic je mentalno bolestan', 'Marko Vidojkovic najnovije', 'Marko Vidojkovic Pink', 'Marko Vidojkovic Prva', 'Marko Vidojkovic intervju', '390 stepeni', '390 stepeni Marka Vidojkovica']",201,604,220,0,74233,Marko Vidojković,Opozicija mora da stane u zajednički front protiv diktature,"['opozicija', 'mora', 'da', 'stane', 'u', 'zajednički', 'front', 'protiv', 'diktature']","['opozicija mora', 'mora da', 'da stane', 'stane u', 'u zajednički', 'zajednički front', 'front protiv', 'protiv diktature']","['opozicija mora da', 'mora da stane', 'da stane u', 'stane u zajednički', 'u zajednički front', 'zajednički front protiv', 'front protiv diktature']",Marko_Vidojković,4525,4330,1286,-1,-1,-1,1,2017,10,29,Wednesday,0,0,0,0,0,0,1,1,0,0,0,Writer
135,"INTERVJU: Đakon Nenad Ilić - Među narodom vlada beznađe, moramo povratiti veru i nadu! (03.10.2017)",10/3/2017,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Đakon Nenad Ilić', 'Ђакон Ненад Илић', 'Djakon Nenad Ilic', 'Nenad Ilic', 'Nenad Ilić', 'Ненад Илић', 'Djakon Nenad Ilic intervju', 'Djakon Nenad Ilic pravoslavlje', 'Djakon Nenad Ilic najnovije', 'Djakon Nenad Ilic vera']",158,364,40,0,32127,Đakon Nenad Ilić,"Među narodom vlada beznađe, moramo povratiti veru i nadu!","['među', 'narodom', 'vlada', 'beznađe', 'moramo', 'povratiti', 'veru', 'i', 'nadu']","['među narodom', 'narodom vlada', 'vlada beznađe', 'beznađe moramo', 'moramo povratiti', 'povratiti veru', 'veru i', 'i nadu']","['među narodom vlada', 'narodom vlada beznađe', 'vlada beznađe moramo', 'beznađe moramo povratiti', 'moramo povratiti veru', 'povratiti veru i', 'veru i nadu']",Đakon_Nenad_Ilić,-1,-1,-1,-1,-1,-1,1,2017,10,29,Tuesday,0,0,0,0,1,0,1,0,0,0,1,Scientist
136,"INTERVJU: Jovan Marić - Bela kuga je najveća pretnja, jer možemo da nestanemo kao narod (02.10.2017)",10/2/2017,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Jovan Marić', 'Jovan Maric', 'Jovan Maric psihijatar', 'Јован Марић', 'Jovan Maric intervju', 'Jovan Maric seksolog']",73,215,47,0,23412,Jovan Marić,"Bela kuga je najveća pretnja, jer možemo da nestanemo kao narod","['bela', 'kuga', 'je', 'najveća', 'pretnja', 'jer', 'možemo', 'da', 'nestanemo', 'kao', 'narod']","['bela kuga', 'kuga je', 'je najveća', 'najveća pretnja', 'pretnja jer', 'jer možemo', 'možemo da', 'da nestanemo', 'nestanemo kao', 'kao narod']","['bela kuga je', 'kuga je najveća', 'je najveća pretnja', 'najveća pretnja jer', 'pretnja jer možemo', 'jer možemo da', 'možemo da nestanemo', 'da nestanemo kao', 'nestanemo kao narod']",Jovan_Marić,-1,-1,-1,-1,-1,-1,1,2017,10,29,Monday,0,1,0,0,1,0,0,0,0,0,0,Scientist
137,INTERVJU: Radovan Damjanović - Mnogima smeta naša istorija i zato žele da zaboravimo! (01.10.2017),10/1/2017,"['Balkan Info Intervju', 'Balkan Info', 'Балкан Инфо', 'Теша Тешановић', 'Teša Tešanović', 'Tesa Tesanovic', 'Radovan Damjanović', 'Радован Дамјановић', 'Radovan Damjanovic', 'Radovan Damjanovic Istoricar', 'Radovan Damjanovic Intervju', 'Radovan Damjanovic Najnovije', 'Radovan Damjanovic Ljudovanje', 'Radovan Damjanovic Fond Strateske Kulture', 'Radovan Damjanovic Srpski jezik', 'Radovan Damjanovic Srpska istorija', 'lažna istorija']",442,1302,92,0,98256,Radovan Damjanović,Mnogima smeta naša istorija i zato žele da zaboravimo!,"['mnogima', 'smeta', 'naša', 'istorija', 'i', 'zato', 'žele', 'da', 'zaboravimo']","['mnogima smeta', 'smeta naša', 'naša istorija', 'istorija i', 'i zato', 'zato žele', 'žele da', 'da zaboravimo']","['mnogima smeta naša', 'smeta naša istorija', 'naša istorija i', 'istorija i zato', 'i zato žele', 'zato žele da', 'žele da zaboravimo']",Radovan_Damjanović,-1,-1,-1,-1,-1,-1,1,2017,10,29,Sunday,0,0,0,0,1,0,1,0,0,0,0,Scientist
